file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_19VR001353.vcf	PA	0.316128949194663	0.115348206431577	5.16368065699373	12.0594543739987	1686.74359506135	461.256404938656	0.000187419682588548	0.000250073939779585	0.00306133111879754	0.0261447954865852	0.0179709073225741	0.0632023792330492	0.0576449397882663
temp_vcf4_19VR001353.vcf	PA-X	0.115447761115325	0.123827522765529	3.0597324160836	4.06393726614669	548.027380403016	147.972619596985	0.00021066057143062	0.000836827266441475	0.00558317435496288	0.027464116518415	0.0217417570868475	0.0576973583170207	0.0618823056606407
temp_vcf4_19VR001544.vcf	PA	0.0210078249347922	0	2.01061224489796	14	1687.00353741497	460.996462585033	1.24527450410584e-05	0	0.00119182455774744	0.0303689965894644	0.0012352500183747	0.0209992503123699	*
temp_vcf4_19VR001544.vcf	PA-X	0.0210078249347922	0	1.01061224489796	3	547.992925170069	148.007074829932	3.83359418887981e-05	0	0.00184420673785947	0.0202693013387851	0.00419985006247399	0.0209992503123699	*
temp_vcf4_19VR001555.vcf	PA	0.190431401214628	0	2.09857112927735	14	1687.00641335954	460.993586640461	0.000112881255048342	0	0.00124396155975377	0.0303691860488265	0.00906495351049718	0.0380728047440881	*
temp_vcf4_19VR001555.vcf	PA-X	0.0440769312325901	0	1.02227882913096	3	547.992746231441	148.007253768559	8.04334209452737e-05	0	0.00186549700915058	0.0202692768334931	0.00734350736732614	0.0220305221019784	*
temp_vcf4_19VR001605.vcf	PA	0.119860203310686	0.178414129795364	2.06085941703108	14.0927332530297	1686.99388116428	461.006118835724	7.10495779794796e-05	0.00038701032915995	0.00122161641487922	0.0305695145405467	0.0124212412000741	0.0299540283405971	0.0445734188598475
temp_vcf4_19VR001605.vcf	PA-X	0	0.0514241575656033	1	3.0260306900436	548.000000000001	148	0	0.000347460524091915	0.00182481751824817	0.0204461533111054	0.00856396313832532	*	0.025691889414976
temp_vcf4_19VR001607.vcf	PA	0.188599998613812	0.282805150295757	2.09819691609094	14.1513691516045	1686.99091630319	461.009083696815	0.000111796688880284	0.000613448108284445	0.00124375116416682	0.0306965082729502	0.020489126789246	0.0471345870812108	0.0942371892759382
temp_vcf4_19VR001607.vcf	PA-X	0.0790163445220026	0.0232720351293612	1.04003958520634	3.01176965111391	547.977935005054	148.022064994946	0.00014419621571309	0.000157220041013181	0.00189795887529074	0.0203467614859767	0.0127813112100023	0.0263294122756261	0.0232622528531403
