file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_17VR013816.vcf	PB1	0.0367172132304015	0.0304711490572749	0.0187028657616893	0.984533333333333	1771.00000000001	499.999999999998	2.07324750030499e-05	6.094229811455e-05	1.0560624371366e-05	0.00196906666666667	0.0335805174628784	0.0367061371479791	0.0304548977777777
temp_vcf4_17VR013816.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR013817.vcf	PB1	0	0	0	0	1771.00000000001	499.999999999998	0	0	0	0	*	*	*
temp_vcf4_17VR013817.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR013818.vcf	PB1	0.163111337314268	0.106653651374437	0.0835353002548009	0.0544433880633686	1770.98250000001	500.017499999998	9.21021734061558e-05	0.000213299837254571	4.71689021516591e-05	0.000108882965222955	0.0384836500158739	0.0407233341509694	0.0354974045024133
temp_vcf4_17VR013818.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR013863.vcf	PB1	0.147232705110363	0	0.0752889129649693	0	1771.00027236066	499.999727639339	8.31353373616983e-05	0	4.25120843514115e-05	0	0.0489326216130078	0.0489326216130078	*
temp_vcf4_17VR013863.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR013864.vcf	PB1	0.0919656869959617	0	0.0473518199146773	0	1770.96843212006	500.031567879942	5.1929602655801e-05	0	2.67378113894393e-05	0	0.0459333520328592	0.0459333520328592	*
temp_vcf4_17VR013864.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR014028.vcf	PB1	0.0425162234815626	0	0.0217257634761222	0	1770.98551615769	500.014483842316	2.40070983605814e-05	0	1.22676121729432e-05	0	0.0425075093550036	0.0425075093550036	*
temp_vcf4_17VR014028.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR014029.vcf	PB1	0	0.0372307653543912	0	0.0189693329117926	1771.00000000001	499.999999999998	0	7.44615307087826e-05	0	3.79386658235853e-05	0.0372189946413484	*	0.0372189946413484
temp_vcf4_17VR014029.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR014030.vcf	PB1	0	0	0	0	1771.00000000001	499.999999999998	0	0	0	0	*	*	*
temp_vcf4_17VR014030.vcf	PB1-F2	0	0	0	0	212.5	57.5	0	0	0	0	*	*	*
temp_vcf4_17VR014031.vcf	PB1	0.221585593095332	0.0787227175086536	0.0756149843175962	0.0410141685309471	1770.89550102617	499.987924826335	0.000125126295124095	0.000157449237471079	4.26987274369268e-05	8.20303181225683e-05	0.0600115592667785	0.0553484458281421	0.0786640130213243
